Time,PH,Temperature,Pressure_Raw,Pressure_Clean
97533.59999999999,8.886,37.22,110.478,110.478
97534.8,8.886,37.072,110.211,110.211
97536.0,8.816,37.22,110.236,110.236
97537.2,8.886,37.121,110.242,110.242
97538.4,8.886,37.208,109.824,109.824
97539.59999999999,8.816,37.22,109.447,109.447
97540.8,8.676,37.22,109.89,109.89
97542.0,8.886,37.22,109.318,109.318
97543.2,8.886,37.134,109.122,109.122
97544.4,8.886,37.072,109.551,109.551
97545.59999999999,8.886,37.134,109.99,109.99
97546.8,8.886,37.072,109.234,109.234
97548.0,8.886,37.22,109.053,109.053
97549.2,8.886,37.121,109.329,109.329
97550.4,8.886,37.22,109.705,109.306
97551.59999999999,8.886,37.183,109.507,109.507
97552.8,8.816,37.22,109.306,109.306
97554.0,8.395,37.22,109.234,109.234
97555.2,8.395,37.208,109.124,109.124
97556.4,8.395,37.183,109.056,109.056
97557.59999999999,8.886,37.072,108.53,109.056
97558.8,8.886,37.072,108.687,109.056
97560.0,8.676,37.22,109.005,109.005
97561.2,8.676,37.208,110.021,109.182
97562.4,8.886,37.22,109.218,109.218
97563.59999999999,8.886,37.22,109.302,109.182
97564.8,8.184,37.134,109.182,109.182
97566.0,8.395,37.208,109.506,109.182
97567.2,8.886,37.208,109.446,109.182
97568.4,8.395,37.208,109.208,109.182
97569.59999999999,8.886,37.22,108.912,109.182
97570.8,8.324,37.072,109.129,109.129
97572.0,8.676,37.22,109.145,109.145
97573.2,8.395,37.208,109.152,109.152
97574.4,8.395,37.208,109.26,109.26
97575.59999999999,8.184,37.183,109.076,109.076
97576.8,8.184,37.072,109.009,109.009
97578.0,8.395,37.208,109.091,109.091
97579.2,8.395,37.208,109.176,109.176
97580.4,8.395,37.208,109.099,109.099
97581.59999999999,9.027,37.072,109.009,109.009
97582.8,8.886,37.22,108.948,108.948
97584.0,8.886,37.22,109.186,109.186
97585.2,9.027,37.072,108.892,108.892
97586.4,8.886,37.22,109.065,109.065
97587.59999999999,8.886,37.208,109.405,109.405
97588.8,8.886,37.208,109.679,109.679
97590.0,8.886,37.134,110.199,110.199
97591.2,8.886,37.183,110.508,110.508
97592.4,8.676,37.22,110.522,110.522
97593.59999999999,8.676,37.22,110.441,110.441
97594.8,8.886,37.072,110.492,110.492
97596.0,8.816,37.22,109.862,110.492
97597.2,8.816,37.134,110.421,110.421
97598.4,8.886,37.097,110.665,110.665
97599.59999999999,8.676,37.22,110.626,110.626
97600.8,8.886,37.072,110.026,110.026
97602.0,8.395,37.22,110.59,110.59
97603.2,8.816,37.22,110.272,110.272
97604.4,8.816,37.183,109.712,109.712
97605.59999999999,8.886,37.22,109.21,109.21
97606.8,8.886,37.22,109.121,109.121
97608.0,8.886,37.134,109.395,109.395
97609.2,8.395,37.22,109.141,109.141
97610.4,9.027,37.072,109.274,109.274
97611.59999999999,8.886,37.195,108.876,108.876
97612.8,8.886,37.22,108.864,108.864
97614.0,8.886,37.072,108.804,108.804
97615.2,8.395,37.208,109.176,109.176
97616.4,8.816,37.22,109.045,109.045
97617.59999999999,8.816,37.134,109.106,109.106
97618.8,8.886,37.22,109.27,109.27
97620.0,8.395,37.208,109.438,109.438
97621.2,8.184,37.134,109.134,109.134
97622.4,8.886,37.195,108.973,108.973
97623.59999999999,8.395,37.208,108.934,108.934
97624.8,8.395,37.208,108.983,108.983
97626.0,8.395,37.208,108.914,108.914
97627.2,8.184,37.208,109.087,109.087
97628.4,8.184,37.072,109.061,109.061
97629.59999999999,8.886,37.22,108.763,109.061
97630.8,8.886,37.22,109.125,109.125
97632.0,8.395,37.208,109.184,109.184
97633.2,9.027,37.072,109.013,109.013
97634.4,9.097,37.072,109.121,109.121
97635.59999999999,8.886,37.22,109.395,109.395
97636.8,8.886,37.183,109.395,109.395
97638.0,8.886,37.22,109.677,109.677
97639.2,9.097,37.072,109.656,109.656
97640.4,9.027,37.072,109.845,109.845
97641.59999999999,9.027,37.072,109.913,109.913
97642.8,8.886,37.22,110.095,110.095
97644.0,8.886,37.22,109.479,109.845
97645.2,8.886,37.22,109.866,109.866
97646.4,8.886,37.183,109.772,109.772
97647.59999999999,8.676,37.22,109.673,109.673
97648.8,9.097,37.072,109.198,109.198
97650.0,9.097,37.072,109.395,109.395
97651.2,9.097,37.134,108.973,108.973
97652.4,8.886,37.22,109.278,109.278
97653.59999999999,8.886,37.22,109.153,109.153
97654.8,8.886,37.22,108.98,108.98
97656.0,8.395,37.208,109.293,109.293
97657.2,9.167,37.072,109.105,109.105
97658.4,8.886,37.22,108.896,108.896
97659.59999999999,8.886,37.134,108.876,108.876
97660.8,8.886,37.195,109.19,109.19
97662.0,8.886,37.072,109.262,109.262
97663.2,8.886,37.072,108.916,108.916
97664.4,8.395,37.208,109.047,109.047
97665.59999999999,8.886,37.072,108.997,108.997
97666.8,8.395,37.22,109.105,109.105
97668.0,8.886,37.072,109.033,109.033
97669.2,8.886,37.072,108.916,108.916
97670.4,8.886,37.072,108.643,108.643
97671.59999999999,8.886,37.134,109.049,109.049
97672.8,8.886,37.183,108.67,108.67
97674.0,8.816,37.22,108.687,108.687
97675.2,8.886,37.072,108.84,108.84
97676.4,8.886,37.072,108.788,108.788
97677.59999999999,8.886,37.072,108.836,108.836
97678.8,8.395,37.22,109.423,109.423
97680.0,8.886,37.22,108.972,108.972
97681.2,8.886,37.072,109.286,109.286
97682.4,8.886,37.072,109.576,109.576
97683.59999999999,8.886,37.208,108.725,108.725
97684.8,8.886,37.072,109.057,109.057
97686.0,8.886,37.072,109.045,109.045
97687.2,8.886,37.072,108.892,108.892
97688.4,8.886,37.134,109.142,109.142
97689.59999999999,8.395,37.208,109.087,109.087
97690.8,8.886,37.097,108.992,108.992
97692.0,8.676,37.22,109.037,109.037
97693.2,8.886,37.22,108.526,108.526
97694.4,8.886,37.072,108.623,108.623
97695.59999999999,8.886,37.22,108.856,108.856
97696.8,8.676,37.22,108.634,108.634
97698.0,8.605,37.072,108.679,108.679
97699.2,8.605,37.208,108.979,108.679
97700.4,8.324,37.134,109.11,108.647
97701.59999999999,8.886,37.072,108.647,108.647
97702.8,8.886,37.134,108.631,108.631
97704.0,8.395,37.208,108.484,108.484
97705.2,8.886,37.22,108.484,108.484
97706.4,8.886,37.097,108.461,108.461
97707.59999999999,8.886,37.208,108.983,108.983
97708.8,8.886,37.072,108.944,108.944
97710.0,8.816,37.072,109.065,109.065
97711.2,8.324,37.072,109.423,109.423
97712.4,8.816,37.121,109.582,109.582
97713.59999999999,8.816,37.183,109.844,109.844
97714.8,8.676,37.22,109.934,109.934
97716.0,8.676,37.134,110.425,109.844
97717.2,8.816,37.072,109.756,109.756
97718.4,8.535,37.22,109.753,109.753
97719.59999999999,8.886,37.072,110.516,110.516
97720.8,8.535,37.22,110.047,110.047
97722.0,8.043,37.134,110.477,110.477
97723.2,8.746,37.097,110.335,110.335
97724.4,8.535,37.22,109.64,109.64
97725.59999999999,8.535,37.134,109.266,109.266
97726.8,8.746,37.097,109.322,109.322
97728.0,8.395,37.22,109.584,109.584
97729.2,8.886,37.072,109.322,109.322
97730.4,8.886,37.072,109.893,109.893
97731.59999999999,8.043,37.208,109.985,109.985
97732.8,8.043,37.183,109.635,109.635
97734.0,8.043,37.134,109.367,109.367
97735.2,8.395,37.208,109.699,109.699
97736.4,8.043,37.208,109.711,109.711
97737.59999999999,8.043,37.134,109.371,109.699
97738.8,8.043,37.208,109.743,109.743
97740.0,8.043,37.183,109.708,109.708
97741.2,8.043,37.134,109.459,109.459
97742.4,8.043,37.183,109.221,109.221
97743.59999999999,8.886,37.072,109.306,109.306
97744.8,8.886,37.097,108.871,108.871
97746.0,8.886,37.22,109.025,109.025
97747.2,8.886,37.208,109.345,109.345
97748.4,8.395,37.208,109.711,109.711
97749.59999999999,8.886,37.072,109.314,109.314
97750.8,8.886,37.22,108.984,109.345
97752.0,8.043,37.208,109.357,109.357
97753.2,8.043,37.183,109.466,109.345
97754.4,8.043,37.208,109.341,109.341
97755.59999999999,8.676,37.22,109.238,109.238
97756.8,8.676,37.208,109.759,109.759
97758.0,8.746,37.22,109.805,109.805
97759.2,8.886,37.072,111.473,111.473
97760.4,8.676,37.22,110.904,110.904
97761.59999999999,8.746,37.22,107.652,110.904
97762.8,8.676,37.22,107.337,110.904
97764.0,8.886,37.072,110.158,110.158
97765.2,8.746,37.22,109.588,109.588
97766.4,8.395,37.22,108.96,108.96
97767.59999999999,8.395,37.208,108.303,108.303
97768.8,8.395,37.121,108.565,108.565
97770.0,8.395,37.072,108.759,108.759
97771.2,8.043,37.134,108.518,108.518
97772.4,8.043,37.22,110.659,108.518
97773.59999999999,8.395,37.22,109.198,109.198
97774.8,8.746,37.22,109.081,109.081
97776.0,7.973,37.183,108.766,108.766
97777.2,8.395,37.22,109.041,109.041
97778.4,8.395,37.208,108.757,108.757
97779.59999999999,8.535,37.22,109.137,109.137
97780.8,8.605,37.22,109.463,109.463
97782.0,8.605,37.134,109.556,109.556
97783.2,8.746,37.072,109.556,109.556
97784.4,8.535,37.22,108.662,109.463
97785.59999999999,8.605,37.072,109.491,109.491
97786.8,8.605,37.134,109.182,109.182
97788.0,8.605,37.208,108.947,108.947
97789.2,8.746,37.097,107.732,107.732
97790.4,8.746,37.208,108.054,108.054
97791.59999999999,8.184,37.208,109.776,109.776
97792.8,8.184,37.183,110.657,110.657
97794.0,8.184,37.183,108.299,110.657
97795.2,8.324,37.134,108.166,110.657
97796.4,8.324,37.134,108.243,110.657
97797.59999999999,8.324,37.134,108.243,110.657
97798.8,8.324,37.134,108.243,110.657
97800.0,8.324,37.171,108.243,110.657
97801.2,8.324,37.171,108.243,110.657
97802.4,8.324,37.171,108.453,110.657
97803.59999999999,8.324,37.048,107.762,110.657
97804.8,8.324,37.048,107.762,110.657
97806.0,8.324,37.048,107.762,110.657
97807.2,8.324,37.048,107.762,110.657
97808.4,8.324,37.048,107.762,110.657
97809.59999999999,8.324,37.048,107.762,110.657
97810.8,8.324,37.048,107.762,110.657
97812.0,8.324,37.097,108.288,110.657
97813.2,8.043,37.134,107.868,110.657
97814.4,8.043,37.134,111.394,111.394
97815.59999999999,8.043,37.22,109.874,109.874
97816.8,8.043,37.22,109.403,109.403
97818.0,8.043,37.22,108.142,108.142
97819.2,8.043,37.134,107.609,107.609
97820.4,8.043,37.244,107.609,107.609
97821.59999999999,8.043,37.244,107.609,107.609
97822.8,8.043,37.244,107.609,107.609
97824.0,8.043,37.097,107.609,107.609
97825.2,8.043,37.097,107.286,107.609
97826.4,8.395,37.22,107.185,107.609
97827.59999999999,8.184,37.134,108.017,107.609
97828.8,8.184,37.208,107.786,107.609
97830.0,8.184,37.195,107.625,107.625
97831.2,8.184,37.134,108.013,107.625
97832.4,8.184,37.097,107.728,107.728
97833.59999999999,8.184,37.244,107.563,107.563
97834.8,8.184,37.097,107.76,107.76
97836.0,8.184,37.134,107.793,107.793
97837.2,8.184,37.208,108.141,108.141
97838.4,8.395,37.22,108.141,108.141
97839.59999999999,8.395,37.097,108.2,108.2
97840.8,8.395,37.097,107.82,107.82
97842.0,8.395,37.109,108.045,108.045
97843.2,8.395,37.109,108.045,108.045
97844.4,8.395,37.22,108.256,108.256
97845.59999999999,8.254,37.134,106.397,107.607
97846.8,8.254,37.183,107.607,107.607
97848.0,8.254,37.183,107.607,107.607
97849.2,8.254,37.183,107.607,107.607
97850.4,8.254,37.183,107.607,107.607
97851.59999999999,8.254,37.183,107.607,107.607
97852.8,8.254,37.183,107.607,107.607
97854.0,8.254,37.183,107.607,107.607
97855.2,8.254,37.183,107.607,107.607
97856.4,8.254,37.183,106.907,107.485
97857.59999999999,8.324,37.097,107.485,107.485
97858.8,8.324,37.097,106.608,106.608
97860.0,8.184,37.097,105.617,105.617
97861.2,8.746,37.121,105.311,105.311
97862.4,8.746,37.208,107.79,105.311
97863.59999999999,8.746,37.121,107.747,105.311
97864.8,8.395,37.244,107.695,105.311
97866.0,8.395,37.183,107.603,105.311
97867.2,8.395,37.244,107.787,105.311
97868.4,8.395,37.208,105.571,105.571
97869.59999999999,7.903,37.208,105.571,105.571
97870.8,7.903,37.208,105.571,105.571
97872.0,7.903,37.208,105.571,105.571
97873.2,7.903,37.208,105.571,105.571
97874.4,7.903,37.208,105.571,105.571
97875.59999999999,7.903,37.208,105.571,105.571
97876.8,7.903,37.121,107.604,105.571
97878.0,8.395,37.121,107.604,105.571
97879.2,8.395,37.121,107.909,105.571
97880.4,8.395,37.244,104.422,104.422
97881.59999999999,8.395,37.121,107.357,104.422
97882.8,8.395,37.121,107.357,104.422
97884.0,8.816,37.121,107.329,104.422
97885.2,8.816,37.121,107.329,104.422
97886.4,8.816,37.121,106.786,104.422
97887.59999999999,8.746,37.269,107.394,104.422
97888.8,8.746,37.121,107.408,104.422
97890.0,8.535,37.257,107.118,104.422
97891.2,8.535,37.134,107.274,104.422
97892.4,8.535,37.232,107.274,104.422
97893.59999999999,8.535,37.232,107.366,104.422
97894.8,8.816,37.121,107.568,104.422
97896.0,8.886,37.121,107.568,104.422
97897.2,8.886,37.121,107.568,104.422
97898.4,8.535,37.269,108.188,104.422
97899.59999999999,8.535,37.269,108.0,104.422
97900.8,8.395,37.257,107.277,104.422
97902.0,8.184,37.134,107.123,104.422
97903.2,8.395,37.244,107.655,104.422
97904.4,8.746,37.134,107.561,104.422
97905.59999999999,8.395,37.257,107.541,104.422
97906.8,8.605,37.121,107.488,104.422
97908.0,8.746,37.121,107.648,104.422
97909.2,8.605,37.121,107.648,104.422
97910.4,8.605,37.232,107.817,104.422
97911.59999999999,8.605,37.269,107.658,104.422
97912.8,8.605,37.244,107.997,104.422
97914.0,8.395,37.269,107.582,104.422
97915.2,8.605,37.134,107.53,104.422
97916.4,8.746,37.121,107.157,104.422
97917.59999999999,8.395,37.257,106.99,104.422
97918.8,8.395,37.257,107.53,104.422
97920.0,8.395,37.257,106.958,104.422
97921.2,8.395,37.232,107.494,104.422
97922.4,7.903,37.134,107.334,104.422
97923.59999999999,7.903,37.232,107.406,104.422
97924.8,8.746,37.134,107.533,104.422
97926.0,8.746,37.134,107.382,104.422
97927.2,8.395,37.269,107.438,104.422
97928.4,8.395,37.232,107.805,104.422
97929.59999999999,8.395,37.257,107.569,104.422
97930.8,8.395,37.244,107.953,104.422
97932.0,8.395,37.269,107.542,104.422
97933.2,8.395,37.232,107.749,104.422
97934.4,8.395,37.121,107.882,104.422
97935.59999999999,8.254,37.134,107.577,104.422
97936.8,8.043,37.134,107.705,104.422
97938.0,8.395,37.257,107.493,104.422
97939.2,7.763,37.232,107.558,104.422
97940.4,8.395,37.257,107.553,104.422
97941.59999999999,8.395,37.257,107.289,104.422
97942.8,8.395,37.232,107.621,104.422
97944.0,7.903,37.232,107.33,104.422
97945.2,8.605,37.269,107.478,104.422
97946.4,8.746,37.121,107.54,104.422
97947.59999999999,8.605,37.134,110.006,104.422
97948.8,8.605,37.244,109.314,104.422
97950.0,8.114,37.269,108.991,104.422
97951.2,8.324,37.269,109.543,104.422
97952.4,8.114,37.257,109.094,104.422
97953.59999999999,8.605,37.134,108.961,104.422
97954.8,7.763,37.232,109.207,104.422
97956.0,7.763,37.269,109.192,104.422
97957.2,7.763,37.232,109.296,104.422
97958.4,7.763,37.134,109.307,104.422
97959.59999999999,7.622,37.257,109.348,104.422
97960.8,7.692,37.257,109.328,104.422
97962.0,7.622,37.257,109.392,104.422
97963.2,7.763,37.232,109.477,104.422
97964.4,8.465,37.121,109.212,104.422
97965.59999999999,8.324,37.269,109.104,104.422
97966.8,8.535,37.121,109.522,104.422
97968.0,8.324,37.269,109.442,104.422
97969.2,8.465,37.269,109.108,104.422
97970.4,8.324,37.134,110.059,104.422
97971.59999999999,8.324,37.269,109.627,104.422
97972.8,8.324,37.134,109.021,104.422
97974.0,8.324,37.121,109.021,104.422
97975.2,8.324,37.121,109.035,104.422
97976.4,8.324,37.232,109.783,104.422
97977.59999999999,8.324,37.232,109.678,104.422
97978.8,8.324,37.257,109.259,104.422
97980.0,8.324,37.232,108.95,104.422
97981.2,8.324,37.269,109.909,104.422
97982.4,8.324,37.121,109.438,104.422
97983.59999999999,8.324,37.232,109.517,104.422
97984.8,8.535,37.121,109.044,104.422
97986.0,8.535,37.232,109.513,104.422
97987.2,8.605,37.134,109.21,104.422
97988.4,8.114,37.269,108.693,104.422
97989.59999999999,8.114,37.269,109.237,104.422
97990.8,7.692,37.257,109.666,104.422
97992.0,7.622,37.269,109.184,104.422
97993.2,7.763,37.257,109.05,104.422
97994.4,7.763,37.232,108.411,104.422
97995.59999999999,8.114,37.269,108.307,104.422
97996.8,8.605,37.121,109.558,104.422
97998.0,8.605,37.121,109.064,104.422
97999.2,8.535,37.121,108.328,104.422
98000.4,8.535,37.232,108.328,104.422
98001.59999999999,8.535,37.269,108.927,104.422
98002.8,8.535,37.269,109.035,104.422
98004.0,8.605,37.121,109.265,104.422
98005.2,8.605,37.269,109.128,104.422
98006.4,8.605,37.294,109.172,104.422
98007.59999999999,8.114,37.269,106.372,106.372
98008.8,8.605,37.121,109.345,106.372
98010.0,8.605,37.232,109.248,106.372
98011.2,8.535,37.269,108.935,106.372
98012.4,8.535,37.257,109.477,106.372
98013.59999999999,8.324,37.281,109.089,106.372
98014.8,8.324,37.121,109.43,106.372
98016.0,8.324,37.294,109.558,106.372
98017.2,8.324,37.171,110.048,106.372
98018.4,8.324,37.232,109.493,106.372
98019.59999999999,8.324,37.232,109.485,106.372
98020.8,8.324,37.269,108.629,106.372
98022.0,8.324,37.294,109.671,106.372
98023.2,8.324,37.134,109.25,106.372
98024.4,8.324,37.232,109.127,106.372
98025.59999999999,8.254,37.269,108.794,106.372
98026.8,8.254,37.257,108.925,106.372
98028.0,8.324,37.294,108.664,106.372
98029.2,8.324,37.257,108.836,106.372
98030.4,8.324,37.294,108.865,106.372
98031.59999999999,8.324,37.232,108.821,106.372
98032.8,8.324,37.269,108.665,106.372
98034.0,8.324,37.269,108.721,106.372
98035.2,8.324,37.121,108.649,106.372
98036.4,8.324,37.269,108.649,106.372
98037.59999999999,8.324,37.269,108.657,106.372
98038.8,8.324,37.269,110.581,106.372
98040.0,8.324,37.121,108.818,106.372
98041.2,8.324,37.121,108.666,106.372
98042.4,8.324,37.134,108.498,106.372
98043.59999999999,8.324,37.257,110.942,106.372
98044.8,8.324,37.121,108.629,106.372
98046.0,8.324,37.257,109.251,106.372
98047.2,8.324,37.232,109.018,106.372
98048.4,8.254,37.269,108.971,106.372
98049.59999999999,7.903,37.232,109.272,106.372
98050.8,7.903,37.269,108.778,106.372
98052.0,7.903,37.269,108.818,106.372
98053.2,8.324,37.134,108.768,106.372
98054.4,8.324,37.134,108.675,106.372
98055.59999999999,8.324,37.134,108.333,108.333
98056.8,8.324,37.232,109.224,109.224
98058.0,8.324,37.232,108.95,108.95
98059.2,8.254,37.269,108.419,108.419
98060.4,8.324,37.121,108.629,108.629
98061.59999999999,8.324,37.121,109.019,109.019
98062.8,8.324,37.121,108.525,108.525
98064.0,8.605,37.134,108.687,108.687
98065.2,8.324,37.121,109.377,109.377
98066.4,7.833,37.269,109.82,109.82
98067.59999999999,8.605,37.134,109.25,109.25
98068.8,7.622,37.269,108.286,108.286
98070.0,7.622,37.269,108.544,108.544
98071.2,7.763,37.257,109.424,109.424
98072.4,8.605,37.134,108.977,108.977
98073.59999999999,8.605,37.269,108.951,108.951
98074.8,8.465,37.294,109.035,109.035
98076.0,8.605,37.134,108.547,108.547
98077.2,8.605,37.121,108.601,108.601
98078.4,8.535,37.195,108.599,108.599
98079.59999999999,8.535,37.269,108.512,108.512
98080.8,8.535,37.269,109.172,109.172
98082.0,8.605,37.121,109.357,109.357
98083.2,8.605,37.121,108.802,108.802
98084.4,8.184,37.134,108.848,108.848
98085.59999999999,8.535,37.294,108.934,108.934
98086.8,8.605,37.134,108.466,108.842
98088.0,8.605,37.121,108.842,108.842
98089.2,8.605,37.269,109.068,109.068
98090.4,8.605,37.134,108.357,108.357
98091.59999999999,8.395,37.269,109.217,109.217
98092.8,8.395,37.269,109.221,109.221
98094.0,8.535,37.195,108.551,108.551
98095.2,8.605,37.121,108.593,108.593
98096.4,8.605,37.121,108.593,108.593
98097.59999999999,8.535,37.121,109.285,109.285
98098.8,8.535,37.269,108.947,108.947
98100.0,8.395,37.269,109.631,108.838
98101.2,8.395,37.232,108.902,108.902
98102.4,8.395,37.269,108.838,108.838
98103.59999999999,8.395,37.269,108.886,108.886
98104.8,8.465,37.294,108.712,108.712
98106.0,8.395,37.294,108.797,108.797
98107.2,8.605,37.121,108.891,108.891
98108.4,8.605,37.121,108.617,108.617
98109.59999999999,8.535,37.294,108.789,108.789
98110.8,8.605,37.134,108.796,108.796
98112.0,8.605,37.257,108.865,108.865
98113.2,8.605,37.269,108.83,108.83
98114.4,8.605,37.269,108.697,108.697
98115.59999999999,8.605,37.134,108.691,108.691
98116.8,8.605,37.269,108.717,108.717
98118.0,8.535,37.171,108.382,108.382
98119.2,8.605,37.121,109.598,108.83
98120.4,8.605,37.269,109.072,109.072
98121.59999999999,8.605,37.269,109.072,109.072
98122.8,8.605,37.232,108.877,108.877
98124.0,8.605,37.121,108.877,109.072
98125.2,8.605,37.269,108.693,109.072
98126.4,8.605,37.294,109.107,109.107
98127.59999999999,8.465,37.294,109.107,109.107
98128.8,8.465,37.294,109.107,109.107
98130.0,8.605,37.121,108.971,108.971
98131.2,8.395,37.294,108.491,108.491
98132.4,8.605,37.121,109.289,109.289
98133.59999999999,8.605,37.269,108.609,108.609
98134.8,8.605,37.269,108.391,108.391
98136.0,8.605,37.121,109.128,109.128
98137.2,8.605,37.121,108.987,108.987
98138.4,8.605,37.171,108.901,108.901
98139.59999999999,8.114,37.294,108.527,108.527
98140.8,8.114,37.269,108.669,108.669
98142.0,8.605,37.294,109.405,108.68
98143.2,8.605,37.294,108.68,108.68
98144.4,8.605,37.232,108.604,108.604
98145.59999999999,8.816,37.232,109.028,109.028
98146.8,8.886,37.121,109.04,109.04
98148.0,8.886,37.269,109.998,109.04
98149.2,8.746,37.294,109.095,109.04
98150.4,8.605,37.294,110.219,109.028
98151.59999999999,8.605,37.232,109.111,109.111
98152.8,8.395,37.269,108.802,108.802
98154.0,8.395,37.269,108.826,108.826
98155.2,8.746,37.121,108.754,108.754
98156.4,8.746,37.269,108.749,108.749
98157.59999999999,8.746,37.121,108.979,108.979
98158.8,8.395,37.294,108.696,108.696
98160.0,8.605,37.121,109.124,109.124
98161.2,8.395,37.269,108.661,108.661
98162.4,8.605,37.121,108.826,108.826
98163.59999999999,8.605,37.146,109.095,109.095
98164.8,8.395,37.269,109.18,109.18
98166.0,8.395,37.269,108.967,108.967
98167.2,8.395,37.281,108.202,108.202
98168.4,8.605,37.171,109.416,109.416
98169.59999999999,8.605,37.269,108.713,108.713
98170.8,8.605,37.257,108.474,108.474
98172.0,8.395,37.269,109.011,109.011
98173.2,8.746,37.121,108.883,108.883
98174.4,8.605,37.121,108.883,108.883
98175.59999999999,8.605,37.294,108.946,108.946
98176.8,8.746,37.146,109.28,108.883
98178.0,8.746,37.269,108.552,108.883
98179.2,8.605,37.294,108.801,108.801
98180.4,8.395,37.269,109.172,109.172
98181.59999999999,8.395,37.269,108.617,108.617
98182.8,8.395,37.269,108.886,108.886
98184.0,8.605,37.146,109.095,109.095
98185.2,8.746,37.121,108.975,108.975
98186.4,8.535,37.294,108.612,108.612
98187.59999999999,8.605,37.121,109.084,109.084
98188.8,8.605,37.121,108.497,108.975
98190.0,8.605,37.146,108.818,108.975
98191.2,8.605,37.121,108.352,108.975
98192.4,8.746,37.121,108.975,108.975
98193.59999999999,8.746,37.294,108.975,108.975
98194.8,8.395,37.281,108.975,108.975
98196.0,8.395,37.281,108.975,108.975
98197.2,8.605,37.121,108.485,108.485
98198.4,8.605,37.269,108.54,108.54
98199.59999999999,8.605,37.466,108.735,108.735
98200.8,8.605,37.294,108.527,108.527
98202.0,8.395,37.294,108.769,108.769
98203.2,8.605,37.294,108.443,108.724
98204.4,8.605,37.121,109.188,108.724
98205.59999999999,8.605,37.121,107.536,108.724
98206.8,8.605,37.232,108.684,108.724
98208.0,8.605,37.171,108.724,108.724
98209.2,8.605,37.232,109.01,109.01
98210.4,8.746,37.121,109.052,109.052
98211.59999999999,8.395,37.269,108.605,108.605
98212.8,8.395,37.232,108.934,108.934
98214.0,8.395,37.232,108.314,108.314
98215.2,8.605,37.121,108.509,108.509
98216.4,7.903,37.146,108.637,108.637
98217.59999999999,7.763,37.269,108.838,108.838
98218.8,7.763,37.269,108.286,108.286
98220.0,7.763,37.269,108.661,108.661
98221.2,7.763,37.269,109.309,109.309
98222.4,7.763,37.306,108.783,108.783
98223.59999999999,8.043,37.146,109.18,109.18
98224.8,7.763,37.257,108.977,108.977
98226.0,8.605,37.121,108.883,108.883
98227.2,8.395,37.281,108.888,108.888
98228.4,8.605,37.121,108.887,108.887
98229.59999999999,8.605,37.121,108.943,108.943
98230.8,8.605,37.121,112.888,108.943
98232.0,8.605,37.257,108.933,108.933
98233.2,8.395,37.294,108.962,108.962
98234.4,8.605,37.146,108.773,108.773
98235.59999999999,8.746,37.146,108.85,108.85
98236.8,8.746,37.257,108.885,108.885
98238.0,8.605,37.294,108.712,108.712
98239.2,8.605,37.294,108.402,108.85
98240.4,8.605,37.294,108.354,108.85
98241.59999999999,8.605,37.121,108.714,108.714
98242.8,8.605,37.269,108.951,108.951
98244.0,8.605,37.232,108.922,108.922
98245.2,8.605,37.269,109.164,109.164
98246.4,8.395,37.294,108.93,108.93
98247.59999999999,8.324,37.306,108.376,108.376
98248.8,8.324,37.269,109.132,109.132
98250.0,8.324,37.281,108.357,108.357
98251.2,8.324,37.257,108.897,108.897
98252.4,8.324,37.294,108.853,108.853
98253.59999999999,8.324,37.294,108.636,108.636
98254.8,8.605,37.146,108.717,108.717
98256.0,8.324,37.171,108.342,108.853
98257.2,8.324,37.306,109.463,108.853
98258.4,8.184,37.146,108.874,108.874
98259.59999999999,8.535,37.121,108.903,108.903
98260.8,8.114,37.294,108.692,108.879
98262.0,8.324,37.121,108.887,108.887
98263.2,8.254,37.294,108.721,108.879
98264.4,8.324,37.146,109.164,108.88
98265.59999999999,8.535,37.121,108.842,108.879
98266.8,8.324,37.121,108.879,108.879
98268.0,8.324,37.281,108.88,108.88
98269.2,8.254,37.294,109.292,108.879
98270.4,8.535,37.121,108.907,108.907
98271.59999999999,8.535,37.318,108.861,108.861
98272.8,8.605,37.146,108.822,108.822
98274.0,8.605,37.232,109.364,108.861
98275.2,8.114,37.294,108.753,108.753
98276.4,8.114,37.121,108.549,108.549
98277.59999999999,8.324,37.121,109.04,109.04
98278.8,8.324,37.294,108.515,108.515
98280.0,8.324,37.121,108.577,108.577
98281.2,8.535,37.121,108.678,108.678
98282.4,8.324,37.294,108.531,108.531
98283.59999999999,8.324,37.121,108.967,108.967
98284.8,8.324,37.294,108.314,108.314
98286.0,8.605,37.146,108.842,108.842
98287.2,8.324,37.22,109.057,108.954
98288.4,8.324,37.232,108.954,108.954
98289.59999999999,8.324,37.257,109.489,108.954
98290.8,8.324,37.232,110.721,108.954
98292.0,8.605,37.121,109.546,108.954
98293.2,8.114,37.294,108.857,108.954
98294.4,8.605,37.121,111.863,108.954
98295.59999999999,8.535,37.171,111.863,108.954
98296.8,8.535,37.232,109.517,108.954
98298.0,8.324,37.294,108.902,108.902
98299.2,8.605,37.146,108.926,108.926
98300.4,8.605,37.232,109.912,109.912
98301.59999999999,8.605,37.171,109.835,109.835
98302.8,8.395,37.294,109.61,109.61
98304.0,8.395,37.232,109.155,109.155
98305.2,8.324,37.146,109.562,109.562
98306.4,8.324,37.232,109.3,109.3
98307.59999999999,8.605,37.306,108.944,108.944
